"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747403","9.3.3.5","442","","","","0"
"2023-07","Prairies Region","2016A00014","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747404","9.3.3.6","611","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747405","10.1.1.1","42.0","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747406","10.1.1.2","36.8","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747407","10.1.1.3","47.4","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747408","10.1.1.4","461","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747409","10.1.1.5","402","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747410","10.1.1.6","519","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747411","10.1.2.1","40.0","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747412","10.1.2.2","34.8","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747413","10.1.2.3","45.3","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747414","10.1.2.4","438","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747415","10.1.2.5","380","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747416","10.1.2.6","495","","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747417","10.1.3.1","18.0","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747418","10.1.3.2","14.1","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747419","10.1.3.3","22.7","","","","1"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747420","10.1.3.4","197","E","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747421","10.1.3.5","151","E","","","0"
"2023-07","Manitoba","2016A000246","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747422","10.1.3.6","244","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747423","10.2.1.1","42.7","","","","1"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747424","10.2.1.2","34.7","","","","1"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747425","10.2.1.3","51.2","","","","1"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747426","10.2.1.4","236","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747427","10.2.1.5","190","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747428","10.2.1.6","281","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747429","10.2.2.1","41.1","","","","1"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747430","10.2.2.2","33.4","","","","1"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747431","10.2.2.3","49.2","","","","1"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747432","10.2.2.4","226","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747433","10.2.2.5","182","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747434","10.2.2.6","271","E","","","0"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747435","10.2.3.1","16.2","","","","1"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747436","10.2.3.2","11.7","","","","1"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747437","10.2.3.3","22.1","","","","1"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747438","10.2.3.4","","F","","","0"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747439","10.2.3.5","","F","","","0"
"2023-07","Manitoba","2016A000246","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747440","10.2.3.6","","F","","","0"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747441","10.3.1.1","41.3","","","","1"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747442","10.3.1.2","34.4","","","","1"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747443","10.3.1.3","48.6","","","","1"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747444","10.3.1.4","225","","","","0"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747445","10.3.1.5","186","","","","0"
"2023-07","Manitoba","2016A000246","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747446","10.3.1.6","264","","","","0"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747447","10.3.2.1","38.9","","","","1"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747448","10.3.2.2","32.2","","","","1"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747449","10.3.2.3","46.0","","","","1"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747450","10.3.2.4","212","E","","","0"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747451","10.3.2.5","174","E","","","0"
"2023-07","Manitoba","2016A000246","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747452","10.3.2.6","249","E","","","0"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747453","10.3.3.1","19.8","","","","1"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747454","10.3.3.2","14.0","","","","1"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747455","10.3.3.3","27.2","","","","1"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747456","10.3.3.4","","F","","","0"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747457","10.3.3.5","","F","","","0"
"2023-07","Manitoba","2016A000246","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747458","10.3.3.6","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747459","11.1.1.1","42.9","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747460","11.1.1.2","37.9","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747461","11.1.1.3","48.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747462","11.1.1.4","398","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747463","11.1.1.5","351","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747464","11.1.1.6","444","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747465","11.1.2.1","38.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747466","11.1.2.2","33.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747467","11.1.2.3","43.5","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747468","11.1.2.4","355","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747469","11.1.2.5","307","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747470","11.1.2.6","403","","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747471","11.1.3.1","18.9","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747472","11.1.3.2","15.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747473","11.1.3.3","23.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747474","11.1.3.4","175","E","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747475","11.1.3.5","138","E","","","0"
"2023-07","Saskatchewan","2016A000247","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747476","11.1.3.6","212","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747477","11.2.1.1","46.9","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747478","11.2.1.2","39.5","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747479","11.2.1.3","54.5","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747480","11.2.1.4","221","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747481","11.2.1.5","186","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747482","11.2.1.6","257","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747483","11.2.2.1","37.5","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747484","11.2.2.2","30.3","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747485","11.2.2.3","45.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747486","11.2.2.4","176","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747487","11.2.2.5","141","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747488","11.2.2.6","212","E","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747489","11.2.3.1","15.6","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747490","11.2.3.2","10.8","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747491","11.2.3.3","22.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747492","11.2.3.4","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747493","11.2.3.5","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747494","11.2.3.6","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747495","11.3.1.1","38.7","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747496","11.3.1.2","32.2","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747497","11.3.1.3","45.6","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747498","11.3.1.4","177","","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747499","11.3.1.5","146","","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747500","11.3.1.6","208","","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747501","11.3.2.1","39.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747502","11.3.2.2","32.5","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747503","11.3.2.3","46.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747504","11.3.2.4","178","E","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747505","11.3.2.5","147","E","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747506","11.3.2.6","210","E","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747507","11.3.3.1","22.3","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747508","11.3.3.2","17.0","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747509","11.3.3.3","28.6","","","","1"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747510","11.3.3.4","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747511","11.3.3.5","","F","","","0"
"2023-07","Saskatchewan","2016A000247","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747512","11.3.3.6","","F","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747513","12.1.1.1","50.8","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747514","12.1.1.2","46.7","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747515","12.1.1.3","54.9","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747516","12.1.1.4","1924","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747517","12.1.1.5","1771","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747518","12.1.1.6","2078","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747519","12.1.2.1","33.4","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747520","12.1.2.2","29.7","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747521","12.1.2.3","37.4","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747522","12.1.2.4","1267","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747523","12.1.2.5","1121","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747524","12.1.2.6","1412","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747525","12.1.3.1","15.8","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747526","12.1.3.2","13.3","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747527","12.1.3.3","18.6","","","","1"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747528","12.1.3.4","597","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747529","12.1.3.5","496","","","","0"
"2023-07","Alberta","2016A000248","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747530","12.1.3.6","699","","","","0"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747531","12.2.1.1","51.0","","","","1"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747532","12.2.1.2","44.8","","","","1"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747533","12.2.1.3","57.1","","","","1"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747534","12.2.1.4","954","","","","0"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747535","12.2.1.5","837","","","","0"
"2023-07","Alberta","2016A000248","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747536","12.2.1.6","1071","","","","0"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747537","12.2.2.1","34.1","","","","1"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747538","12.2.2.2","28.3","","","","1"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747539","12.2.2.3","40.4","","","","1"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747540","12.2.2.4","637","","","","0"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747541","12.2.2.5","524","","","","0"
"2023-07","Alberta","2016A000248","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747542","12.2.2.6","751","","","","0"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747543","12.2.3.1","15.0","","","","1"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747544","12.2.3.2","11.7","","","","1"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747545","12.2.3.3","18.9","","","","1"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747546","12.2.3.4","280","E","","","0"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747547","12.2.3.5","213","E","","","0"
"2023-07","Alberta","2016A000248","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747548","12.2.3.6","347","E","","","0"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747549","12.3.1.1","50.6","","","","1"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747550","12.3.1.2","45.3","","","","1"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747551","12.3.1.3","56.0","","","","1"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747552","12.3.1.4","970","","","","0"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747553","12.3.1.5","864","","","","0"
"2023-07","Alberta","2016A000248","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747554","12.3.1.6","1076","","","","0"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747555","12.3.2.1","32.8","","","","1"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747556","12.3.2.2","28.0","","","","1"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747557","12.3.2.3","38.0","","","","1"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747558","12.3.2.4","629","","","","0"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747559","12.3.2.5","533","","","","0"
"2023-07","Alberta","2016A000248","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747560","12.3.2.6","725","","","","0"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747561","12.3.3.1","16.6","","","","1"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747562","12.3.3.2","13.0","","","","1"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747563","12.3.3.3","20.8","","","","1"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747564","12.3.3.4","317","E","","","0"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747565","12.3.3.5","243","E","","","0"
"2023-07","Alberta","2016A000248","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747566","12.3.3.6","391","E","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747567","13.1.1.1","42.0","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747568","13.1.1.2","38.4","","","","1"
