ref_date_raw,start_year,geo,sex,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2022-07,2022,British Columbia,"Total, all persons",Fair or poor perceived health,524000.0,424000.0,624000.0,number,number,
2022-07,2022,British Columbia,"Total, all persons",Good perceived health,1454000.0,1294000.0,1613000.0,number,number,
2022-07,2022,British Columbia,Women,Excellent or very good perceived health,1216000.0,1097000.0,1336000.0,number,number,
2022-07,2022,British Columbia,Women,Fair or poor perceived health,285000.0,215000.0,355000.0,number,number,E
2022-07,2022,British Columbia,Women,Good perceived health,723000.0,613000.0,833000.0,number,number,
2022-07,2022,Canada (excluding territories),Men,Excellent or very good perceived health,9411000.0,9118000.0,9704000.0,number,number,
2022-07,2022,Canada (excluding territories),Men,Fair or poor perceived health,1743000.0,1564000.0,1921000.0,number,number,
2022-07,2022,Canada (excluding territories),Men,Good perceived health,4667000.0,4382000.0,4953000.0,number,number,
2022-07,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,18451000.0,18040000.0,18862000.0,number,number,
2022-07,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,3788000.0,3528000.0,4049000.0,number,number,
2022-07,2022,Canada (excluding territories),"Total, all persons",Good perceived health,9623000.0,9236000.0,10011000.0,number,number,
2022-07,2022,Canada (excluding territories),Women,Excellent or very good perceived health,9040000.0,8744000.0,9337000.0,number,number,
2022-07,2022,Canada (excluding territories),Women,Fair or poor perceived health,2046000.0,1860000.0,2231000.0,number,number,
2022-07,2022,Canada (excluding territories),Women,Good perceived health,4956000.0,4685000.0,5227000.0,number,number,
2022-07,2022,Manitoba,Men,Excellent or very good perceived health,334000.0,295000.0,372000.0,number,number,
2022-07,2022,Manitoba,Men,Good perceived health,146000.0,111000.0,180000.0,number,number,E
2022-07,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,621000.0,563000.0,678000.0,number,number,
2022-07,2022,Manitoba,"Total, all persons",Good perceived health,330000.0,276000.0,384000.0,number,number,
2022-07,2022,Manitoba,Women,Excellent or very good perceived health,287000.0,243000.0,331000.0,number,number,
2022-07,2022,Manitoba,Women,Good perceived health,184000.0,143000.0,225000.0,number,number,E
2022-07,2022,New Brunswick,Men,Excellent or very good perceived health,174000.0,149000.0,199000.0,number,number,E
2022-07,2022,New Brunswick,Men,Good perceived health,107000.0,82000.0,133000.0,number,number,E
2022-07,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,344000.0,309000.0,380000.0,number,number,
2022-07,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,106000.0,83000.0,130000.0,number,number,E
2022-07,2022,New Brunswick,"Total, all persons",Good perceived health,220000.0,186000.0,254000.0,number,number,
2022-07,2022,New Brunswick,Women,Excellent or very good perceived health,171000.0,146000.0,195000.0,number,number,
2022-07,2022,New Brunswick,Women,Good perceived health,113000.0,91000.0,135000.0,number,number,E
2022-07,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,129000.0,111000.0,147000.0,number,number,E
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,258000.0,234000.0,282000.0,number,number,
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,58000.0,43000.0,73000.0,number,number,E
2022-07,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,133000.0,111000.0,155000.0,number,number,
2022-07,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,129000.0,114000.0,145000.0,number,number,
2022-07,2022,Newfoundland and Labrador,Women,Good perceived health,71000.0,57000.0,85000.0,number,number,E
2022-07,2022,Nova Scotia,Men,Excellent or very good perceived health,200000.0,166000.0,235000.0,number,number,
2022-07,2022,Nova Scotia,Men,Good perceived health,140000.0,109000.0,171000.0,number,number,E
2022-07,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,435000.0,389000.0,480000.0,number,number,
2022-07,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,132000.0,95000.0,168000.0,number,number,E
2022-07,2022,Nova Scotia,"Total, all persons",Good perceived health,278000.0,236000.0,320000.0,number,number,
2022-07,2022,Nova Scotia,Women,Excellent or very good perceived health,234000.0,202000.0,266000.0,number,number,
2022-07,2022,Nova Scotia,Women,Good perceived health,138000.0,109000.0,167000.0,number,number,E
2022-07,2022,Ontario,Men,Excellent or very good perceived health,3606000.0,3411000.0,3801000.0,number,number,
2022-07,2022,Ontario,Men,Fair or poor perceived health,791000.0,659000.0,923000.0,number,number,
2022-07,2022,Ontario,Men,Good perceived health,1791000.0,1600000.0,1982000.0,number,number,
2022-07,2022,Ontario,"Total, all persons",Excellent or very good perceived health,7128000.0,6846000.0,7411000.0,number,number,
2022-07,2022,Ontario,"Total, all persons",Fair or poor perceived health,1676000.0,1484000.0,1869000.0,number,number,
2022-07,2022,Ontario,"Total, all persons",Good perceived health,3743000.0,3478000.0,4007000.0,number,number,
2022-07,2022,Ontario,Women,Excellent or very good perceived health,3522000.0,3320000.0,3725000.0,number,number,
2022-07,2022,Ontario,Women,Fair or poor perceived health,886000.0,749000.0,1023000.0,number,number,
2022-07,2022,Ontario,Women,Good perceived health,1952000.0,1773000.0,2131000.0,number,number,
2022-07,2022,Prairies Region,Men,Excellent or very good perceived health,1663000.0,1544000.0,1782000.0,number,number,
2022-07,2022,Prairies Region,Men,Fair or poor perceived health,283000.0,210000.0,355000.0,number,number,E
2022-07,2022,Prairies Region,Men,Good perceived health,838000.0,732000.0,943000.0,number,number,
2022-07,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,3185000.0,3025000.0,3345000.0,number,number,
2022-07,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,671000.0,568000.0,775000.0,number,number,
2022-07,2022,Prairies Region,"Total, all persons",Good perceived health,1743000.0,1594000.0,1893000.0,number,number,
2022-07,2022,Prairies Region,Women,Excellent or very good perceived health,1522000.0,1406000.0,1638000.0,number,number,
2022-07,2022,Prairies Region,Women,Fair or poor perceived health,389000.0,313000.0,464000.0,number,number,
2022-07,2022,Prairies Region,Women,Good perceived health,906000.0,801000.0,1010000.0,number,number,
2022-07,2022,Prince Edward Island,Men,Excellent or very good perceived health,37000.0,31000.0,42000.0,number,number,E
2022-07,2022,Prince Edward Island,Men,Good perceived health,25000.0,20000.0,30000.0,number,number,E
2022-07,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,79000.0,71000.0,86000.0,number,number,
2022-07,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,15000.0,10000.0,19000.0,number,number,E
2022-07,2022,Prince Edward Island,"Total, all persons",Good perceived health,47000.0,39000.0,54000.0,number,number,
2022-07,2022,Prince Edward Island,Women,Excellent or very good perceived health,42000.0,36000.0,47000.0,number,number,
2022-07,2022,Prince Edward Island,Women,Good perceived health,22000.0,16000.0,27000.0,number,number,E
2022-07,2022,Quebec,Men,Excellent or very good perceived health,2358000.0,2239000.0,2477000.0,number,number,
2022-07,2022,Quebec,Men,Fair or poor perceived health,275000.0,207000.0,343000.0,number,number,E
2022-07,2022,Quebec,Men,Good perceived health,974000.0,854000.0,1094000.0,number,number,
2022-07,2022,Quebec,"Total, all persons",Excellent or very good perceived health,4562000.0,4387000.0,4737000.0,number,number,
2022-07,2022,Quebec,"Total, all persons",Fair or poor perceived health,606000.0,508000.0,703000.0,number,number,
2022-07,2022,Quebec,"Total, all persons",Good perceived health,2006000.0,1834000.0,2178000.0,number,number,
2022-07,2022,Quebec,Women,Excellent or very good perceived health,2204000.0,2071000.0,2336000.0,number,number,
2022-07,2022,Quebec,Women,Fair or poor perceived health,331000.0,259000.0,402000.0,number,number,E
2022-07,2022,Quebec,Women,Good perceived health,1032000.0,909000.0,1155000.0,number,number,
2022-07,2022,Saskatchewan,Men,Excellent or very good perceived health,262000.0,217000.0,307000.0,number,number,
2022-07,2022,Saskatchewan,Men,Good perceived health,140000.0,105000.0,175000.0,number,number,E
2022-07,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,508000.0,461000.0,555000.0,number,number,
2022-07,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,94000.0,70000.0,119000.0,number,number,E
2022-07,2022,Saskatchewan,"Total, all persons",Good perceived health,300000.0,254000.0,347000.0,number,number,
2022-07,2022,Saskatchewan,Women,Excellent or very good perceived health,246000.0,198000.0,295000.0,number,number,
2022-07,2022,Saskatchewan,Women,Good perceived health,161000.0,129000.0,193000.0,number,number,E
2022-10,2022,Alberta,Men,Excellent or very good perceived health,914000.0,805000.0,1023000.0,number,number,
2022-10,2022,Alberta,Men,Fair or poor perceived health,289000.0,211000.0,367000.0,number,number,E
2022-10,2022,Alberta,Men,Good perceived health,604000.0,500000.0,709000.0,number,number,
2022-10,2022,Alberta,"Total, all persons",Excellent or very good perceived health,1813000.0,1655000.0,1971000.0,number,number,
2022-10,2022,Alberta,"Total, all persons",Fair or poor perceived health,591000.0,475000.0,706000.0,number,number,
2022-10,2022,Alberta,"Total, all persons",Good perceived health,1246000.0,1096000.0,1397000.0,number,number,
2022-10,2022,Alberta,Women,Excellent or very good perceived health,899000.0,784000.0,1015000.0,number,number,
2022-10,2022,Alberta,Women,Fair or poor perceived health,302000.0,219000.0,384000.0,number,number,E
2022-10,2022,Alberta,Women,Good perceived health,642000.0,531000.0,753000.0,number,number,
2022-10,2022,Atlantic Region,Men,Excellent or very good perceived health,490000.0,442000.0,537000.0,number,number,
2022-10,2022,Atlantic Region,Men,Fair or poor perceived health,208000.0,171000.0,246000.0,number,number,
2022-10,2022,Atlantic Region,Men,Good perceived health,349000.0,302000.0,396000.0,number,number,
2022-10,2022,Atlantic Region,"Total, all persons",Excellent or very good perceived health,959000.0,895000.0,1023000.0,number,number,
2022-10,2022,Atlantic Region,"Total, all persons",Fair or poor perceived health,385000.0,334000.0,435000.0,number,number,
2022-10,2022,Atlantic Region,"Total, all persons",Good perceived health,773000.0,711000.0,836000.0,number,number,
2022-10,2022,Atlantic Region,Women,Excellent or very good perceived health,469000.0,425000.0,514000.0,number,number,
2022-10,2022,Atlantic Region,Women,Fair or poor perceived health,177000.0,145000.0,209000.0,number,number,
2022-10,2022,Atlantic Region,Women,Good perceived health,424000.0,382000.0,466000.0,number,number,
2022-10,2022,British Columbia,Men,Excellent or very good perceived health,1127000.0,1006000.0,1249000.0,number,number,
2022-10,2022,British Columbia,Men,Fair or poor perceived health,335000.0,247000.0,422000.0,number,number,E
2022-10,2022,British Columbia,Men,Good perceived health,711000.0,600000.0,822000.0,number,number,
2022-10,2022,British Columbia,"Total, all persons",Excellent or very good perceived health,2145000.0,1979000.0,2311000.0,number,number,
2022-10,2022,British Columbia,"Total, all persons",Fair or poor perceived health,790000.0,662000.0,918000.0,number,number,
2022-10,2022,British Columbia,"Total, all persons",Good perceived health,1510000.0,1350000.0,1670000.0,number,number,
2022-10,2022,British Columbia,Women,Excellent or very good perceived health,1018000.0,899000.0,1137000.0,number,number,
2022-10,2022,British Columbia,Women,Fair or poor perceived health,456000.0,360000.0,551000.0,number,number,E
2022-10,2022,British Columbia,Women,Good perceived health,799000.0,685000.0,913000.0,number,number,
2022-10,2022,Canada (excluding territories),Men,Excellent or very good perceived health,8138000.0,7805000.0,8472000.0,number,number,
2022-10,2022,Canada (excluding territories),Men,Fair or poor perceived health,2364000.0,2127000.0,2600000.0,number,number,
2022-10,2022,Canada (excluding territories),Men,Good perceived health,5327000.0,5003000.0,5650000.0,number,number,
2022-10,2022,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,15903000.0,15436000.0,16370000.0,number,number,
2022-10,2022,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,5163000.0,4832000.0,5494000.0,number,number,
2022-10,2022,Canada (excluding territories),"Total, all persons",Good perceived health,10925000.0,10483000.0,11368000.0,number,number,
2022-10,2022,Canada (excluding territories),Women,Excellent or very good perceived health,7765000.0,7428000.0,8102000.0,number,number,
2022-10,2022,Canada (excluding territories),Women,Fair or poor perceived health,2800000.0,2560000.0,3039000.0,number,number,
2022-10,2022,Canada (excluding territories),Women,Good perceived health,5599000.0,5286000.0,5911000.0,number,number,
2022-10,2022,Manitoba,Men,Excellent or very good perceived health,309000.0,265000.0,352000.0,number,number,E
2022-10,2022,Manitoba,Men,Good perceived health,155000.0,118000.0,193000.0,number,number,E
2022-10,2022,Manitoba,"Total, all persons",Excellent or very good perceived health,564000.0,504000.0,623000.0,number,number,
2022-10,2022,Manitoba,"Total, all persons",Fair or poor perceived health,158000.0,116000.0,199000.0,number,number,E
2022-10,2022,Manitoba,"Total, all persons",Good perceived health,351000.0,295000.0,407000.0,number,number,
2022-10,2022,Manitoba,Women,Excellent or very good perceived health,255000.0,211000.0,299000.0,number,number,
2022-10,2022,Manitoba,Women,Good perceived health,196000.0,154000.0,237000.0,number,number,E
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,138000.0,112000.0,165000.0,number,number,E
2022-10,2022,New Brunswick,Men,Good perceived health,109000.0,87000.0,132000.0,number,number,E
2022-10,2022,New Brunswick,"Total, all persons",Excellent or very good perceived health,278000.0,241000.0,315000.0,number,number,
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,142000.0,111000.0,174000.0,number,number,E
2022-10,2022,New Brunswick,"Total, all persons",Good perceived health,253000.0,219000.0,287000.0,number,number,
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,140000.0,115000.0,165000.0,number,number,E
2022-10,2022,New Brunswick,Women,Good perceived health,144000.0,119000.0,169000.0,number,number,E
2022-10,2022,Newfoundland and Labrador,Men,Excellent or very good perceived health,108000.0,89000.0,127000.0,number,number,E
2022-10,2022,Newfoundland and Labrador,Men,Good perceived health,75000.0,57000.0,93000.0,number,number,E
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,219000.0,193000.0,244000.0,number,number,
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,83000.0,65000.0,100000.0,number,number,E
2022-10,2022,Newfoundland and Labrador,"Total, all persons",Good perceived health,146000.0,124000.0,169000.0,number,number,
2022-10,2022,Newfoundland and Labrador,Women,Excellent or very good perceived health,111000.0,94000.0,128000.0,number,number,
2022-10,2022,Newfoundland and Labrador,Women,Good perceived health,71000.0,57000.0,86000.0,number,number,E
2022-10,2022,Nova Scotia,Men,Excellent or very good perceived health,213000.0,177000.0,248000.0,number,number,E
2022-10,2022,Nova Scotia,Men,Good perceived health,140000.0,104000.0,177000.0,number,number,E
2022-10,2022,Nova Scotia,"Total, all persons",Excellent or very good perceived health,401000.0,355000.0,448000.0,number,number,
2022-10,2022,Nova Scotia,"Total, all persons",Fair or poor perceived health,136000.0,104000.0,167000.0,number,number,E
2022-10,2022,Nova Scotia,"Total, all persons",Good perceived health,318000.0,273000.0,363000.0,number,number,
2022-10,2022,Nova Scotia,Women,Excellent or very good perceived health,189000.0,158000.0,219000.0,number,number,
2022-10,2022,Nova Scotia,Women,Good perceived health,178000.0,150000.0,205000.0,number,number,
2022-10,2022,Ontario,Men,Excellent or very good perceived health,2992000.0,2759000.0,3225000.0,number,number,
2022-10,2022,Ontario,Men,Fair or poor perceived health,1056000.0,882000.0,1231000.0,number,number,
2022-10,2022,Ontario,Men,Good perceived health,2195000.0,1952000.0,2439000.0,number,number,
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,6051000.0,5724000.0,6378000.0,number,number,
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,2279000.0,2035000.0,2524000.0,number,number,
2022-10,2022,Ontario,"Total, all persons",Good perceived health,4275000.0,3959000.0,4591000.0,number,number,
2022-10,2022,Ontario,Women,Excellent or very good perceived health,3060000.0,2823000.0,3296000.0,number,number,
2022-10,2022,Ontario,Women,Fair or poor perceived health,1223000.0,1047000.0,1399000.0,number,number,
2022-10,2022,Ontario,Women,Good perceived health,2080000.0,1860000.0,2300000.0,number,number,
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,1407000.0,1284000.0,1531000.0,number,number,
2022-10,2022,Prairies Region,Men,Fair or poor perceived health,432000.0,348000.0,515000.0,number,number,
2022-10,2022,Prairies Region,Men,Good perceived health,962000.0,844000.0,1080000.0,number,number,
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,2758000.0,2578000.0,2938000.0,number,number,
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,883000.0,757000.0,1010000.0,number,number,
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,1988000.0,1820000.0,2157000.0,number,number,
2022-10,2022,Prairies Region,Women,Excellent or very good perceived health,1351000.0,1221000.0,1480000.0,number,number,
2022-10,2022,Prairies Region,Women,Fair or poor perceived health,452000.0,362000.0,541000.0,number,number,
2022-10,2022,Prairies Region,Women,Good perceived health,1026000.0,903000.0,1150000.0,number,number,
2022-10,2022,Prince Edward Island,Men,Excellent or very good perceived health,31000.0,23000.0,39000.0,number,number,E
2022-10,2022,Prince Edward Island,Men,Good perceived health,25000.0,18000.0,31000.0,number,number,E
2022-10,2022,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,61000.0,51000.0,71000.0,number,number,
2022-10,2022,Prince Edward Island,"Total, all persons",Fair or poor perceived health,24000.0,16000.0,31000.0,number,number,E
2022-10,2022,Prince Edward Island,"Total, all persons",Good perceived health,56000.0,47000.0,65000.0,number,number,
2022-10,2022,Prince Edward Island,Women,Excellent or very good perceived health,30000.0,24000.0,36000.0,number,number,E
2022-10,2022,Prince Edward Island,Women,Good perceived health,31000.0,25000.0,37000.0,number,number,E
2022-10,2022,Quebec,Men,Excellent or very good perceived health,2122000.0,1962000.0,2282000.0,number,number,
2022-10,2022,Quebec,Men,Fair or poor perceived health,333000.0,250000.0,416000.0,number,number,E
2022-10,2022,Quebec,Men,Good perceived health,1109000.0,953000.0,1265000.0,number,number,
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,3990000.0,3773000.0,4206000.0,number,number,
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,826000.0,693000.0,959000.0,number,number,
2022-10,2022,Quebec,"Total, all persons",Good perceived health,2378000.0,2164000.0,2593000.0,number,number,
2022-10,2022,Quebec,Women,Excellent or very good perceived health,1868000.0,1713000.0,2022000.0,number,number,
2022-10,2022,Quebec,Women,Fair or poor perceived health,493000.0,383000.0,603000.0,number,number,E
2022-10,2022,Quebec,Women,Good perceived health,1269000.0,1130000.0,1409000.0,number,number,
2022-10,2022,Saskatchewan,Men,Excellent or very good perceived health,185000.0,150000.0,220000.0,number,number,E
2022-10,2022,Saskatchewan,Men,Good perceived health,202000.0,167000.0,238000.0,number,number,E
2022-10,2022,Saskatchewan,"Total, all persons",Excellent or very good perceived health,381000.0,333000.0,429000.0,number,number,
2022-10,2022,Saskatchewan,"Total, all persons",Fair or poor perceived health,135000.0,105000.0,165000.0,number,number,E
2022-10,2022,Saskatchewan,"Total, all persons",Good perceived health,391000.0,343000.0,439000.0,number,number,
2022-10,2022,Saskatchewan,Women,Excellent or very good perceived health,196000.0,163000.0,230000.0,number,number,E
2022-10,2022,Saskatchewan,Women,Good perceived health,189000.0,156000.0,222000.0,number,number,E
2023-04,2023,Alberta,Men,Excellent or very good perceived health,964000.0,851000.0,1077000.0,number,number,
2023-04,2023,Alberta,Men,Fair or poor perceived health,297000.0,220000.0,374000.0,number,number,E
2023-04,2023,Alberta,Men,Good perceived health,599000.0,490000.0,709000.0,number,number,
2023-04,2023,Alberta,"Total, all persons",Excellent or very good perceived health,1833000.0,1668000.0,1999000.0,number,number,
2023-04,2023,Alberta,"Total, all persons",Fair or poor perceived health,588000.0,478000.0,699000.0,number,number,
2023-04,2023,Alberta,"Total, all persons",Good perceived health,1313000.0,1152000.0,1473000.0,number,number,
2023-04,2023,Alberta,Women,Excellent or very good perceived health,869000.0,746000.0,992000.0,number,number,
2023-04,2023,Alberta,Women,Fair or poor perceived health,291000.0,209000.0,374000.0,number,number,E
2023-04,2023,Alberta,Women,Good perceived health,713000.0,592000.0,834000.0,number,number,
2023-04,2023,Atlantic Region,Men,Excellent or very good perceived health,484000.0,429000.0,539000.0,number,number,
2023-04,2023,Atlantic Region,Men,Fair or poor perceived health,177000.0,139000.0,216000.0,number,number,
2023-04,2023,Atlantic Region,Men,Good perceived health,385000.0,333000.0,437000.0,number,number,
2023-04,2023,Atlantic Region,"Total, all persons",Excellent or very good perceived health,994000.0,923000.0,1064000.0,number,number,
2023-04,2023,Atlantic Region,"Total, all persons",Fair or poor perceived health,390000.0,340000.0,441000.0,number,number,
2023-04,2023,Atlantic Region,"Total, all persons",Good perceived health,762000.0,694000.0,831000.0,number,number,
2023-04,2023,Atlantic Region,Women,Excellent or very good perceived health,509000.0,463000.0,556000.0,number,number,
2023-04,2023,Atlantic Region,Women,Fair or poor perceived health,213000.0,180000.0,246000.0,number,number,
2023-04,2023,Atlantic Region,Women,Good perceived health,377000.0,331000.0,423000.0,number,number,
2023-04,2023,British Columbia,Men,Excellent or very good perceived health,1079000.0,952000.0,1207000.0,number,number,
2023-04,2023,British Columbia,Men,Fair or poor perceived health,380000.0,278000.0,482000.0,number,number,E
2023-04,2023,British Columbia,Men,Good perceived health,755000.0,634000.0,875000.0,number,number,
2023-04,2023,British Columbia,"Total, all persons",Excellent or very good perceived health,2035000.0,1859000.0,2211000.0,number,number,
2023-04,2023,British Columbia,"Total, all persons",Fair or poor perceived health,826000.0,688000.0,963000.0,number,number,
2023-04,2023,British Columbia,"Total, all persons",Good perceived health,1636000.0,1467000.0,1806000.0,number,number,
2023-04,2023,British Columbia,Women,Excellent or very good perceived health,956000.0,831000.0,1080000.0,number,number,
2023-04,2023,British Columbia,Women,Fair or poor perceived health,446000.0,347000.0,546000.0,number,number,E
2023-04,2023,British Columbia,Women,Good perceived health,881000.0,759000.0,1004000.0,number,number,
2023-04,2023,Canada (excluding territories),Men,Excellent or very good perceived health,7957000.0,7619000.0,8295000.0,number,number,
2023-04,2023,Canada (excluding territories),Men,Fair or poor perceived health,2490000.0,2256000.0,2724000.0,number,number,
2023-04,2023,Canada (excluding territories),Men,Good perceived health,5636000.0,5307000.0,5964000.0,number,number,
2023-04,2023,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,15482000.0,15014000.0,15951000.0,number,number,
2023-04,2023,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,5040000.0,4710000.0,5370000.0,number,number,
2023-04,2023,Canada (excluding territories),"Total, all persons",Good perceived health,11854000.0,11401000.0,12308000.0,number,number,
2023-04,2023,Canada (excluding territories),Women,Excellent or very good perceived health,7526000.0,7197000.0,7854000.0,number,number,
2023-04,2023,Canada (excluding territories),Women,Fair or poor perceived health,2550000.0,2315000.0,2785000.0,number,number,
2023-04,2023,Canada (excluding territories),Women,Good perceived health,6219000.0,5892000.0,6545000.0,number,number,
2023-04,2023,Manitoba,Men,Excellent or very good perceived health,258000.0,212000.0,304000.0,number,number,E
2023-04,2023,Manitoba,Men,Good perceived health,183000.0,138000.0,229000.0,number,number,E
2023-04,2023,Manitoba,"Total, all persons",Excellent or very good perceived health,529000.0,468000.0,591000.0,number,number,
2023-04,2023,Manitoba,"Total, all persons",Fair or poor perceived health,178000.0,134000.0,223000.0,number,number,E
2023-04,2023,Manitoba,"Total, all persons",Good perceived health,379000.0,320000.0,439000.0,number,number,
2023-04,2023,Manitoba,Women,Excellent or very good perceived health,271000.0,231000.0,312000.0,number,number,
2023-04,2023,Manitoba,Women,Good perceived health,196000.0,157000.0,235000.0,number,number,E
2023-04,2023,New Brunswick,Men,Excellent or very good perceived health,139000.0,105000.0,172000.0,number,number,E
2023-04,2023,New Brunswick,Men,Good perceived health,140000.0,105000.0,174000.0,number,number,E
2023-04,2023,New Brunswick,"Total, all persons",Excellent or very good perceived health,306000.0,263000.0,348000.0,number,number,
2023-04,2023,New Brunswick,"Total, all persons",Fair or poor perceived health,108000.0,77000.0,140000.0,number,number,E
2023-04,2023,New Brunswick,"Total, all persons",Good perceived health,267000.0,223000.0,311000.0,number,number,
2023-04,2023,New Brunswick,Women,Excellent or very good perceived health,167000.0,140000.0,194000.0,number,number,E
2023-04,2023,New Brunswick,Women,Good perceived health,128000.0,100000.0,155000.0,number,number,E
2023-04,2023,Newfoundland and Labrador,Men,Excellent or very good perceived health,107000.0,88000.0,125000.0,number,number,E
2023-04,2023,Newfoundland and Labrador,Men,Good perceived health,83000.0,65000.0,101000.0,number,number,E
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,229000.0,205000.0,252000.0,number,number,
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,93000.0,72000.0,114000.0,number,number,E
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Good perceived health,133000.0,111000.0,154000.0,number,number,
2023-04,2023,Newfoundland and Labrador,Women,Excellent or very good perceived health,122000.0,106000.0,138000.0,number,number,
2023-04,2023,Newfoundland and Labrador,Women,Fair or poor perceived health,58000.0,42000.0,74000.0,number,number,E
2023-04,2023,Newfoundland and Labrador,Women,Good perceived health,50000.0,38000.0,61000.0,number,number,E
2023-04,2023,Nova Scotia,Men,Excellent or very good perceived health,202000.0,162000.0,242000.0,number,number,E
2023-04,2023,Nova Scotia,Men,Good perceived health,143000.0,110000.0,177000.0,number,number,E
2023-04,2023,Nova Scotia,"Total, all persons",Excellent or very good perceived health,395000.0,345000.0,445000.0,number,number,
2023-04,2023,Nova Scotia,"Total, all persons",Fair or poor perceived health,163000.0,130000.0,196000.0,number,number,E
2023-04,2023,Nova Scotia,"Total, all persons",Good perceived health,309000.0,261000.0,357000.0,number,number,
2023-04,2023,Nova Scotia,Women,Excellent or very good perceived health,194000.0,160000.0,227000.0,number,number,
2023-04,2023,Nova Scotia,Women,Fair or poor perceived health,91000.0,67000.0,115000.0,number,number,E
2023-04,2023,Nova Scotia,Women,Good perceived health,165000.0,128000.0,202000.0,number,number,E
2023-04,2023,Ontario,Men,Excellent or very good perceived health,2992000.0,2750000.0,3233000.0,number,number,
2023-04,2023,Ontario,Men,Fair or poor perceived health,978000.0,812000.0,1144000.0,number,number,
2023-04,2023,Ontario,Men,Good perceived health,2334000.0,2091000.0,2577000.0,number,number,
2023-04,2023,Ontario,"Total, all persons",Excellent or very good perceived health,5651000.0,5319000.0,5982000.0,number,number,
2023-04,2023,Ontario,"Total, all persons",Fair or poor perceived health,2064000.0,1828000.0,2299000.0,number,number,
2023-04,2023,Ontario,"Total, all persons",Good perceived health,5038000.0,4701000.0,5375000.0,number,number,
2023-04,2023,Ontario,Women,Excellent or very good perceived health,2659000.0,2431000.0,2888000.0,number,number,
2023-04,2023,Ontario,Women,Fair or poor perceived health,1086000.0,922000.0,1249000.0,number,number,
2023-04,2023,Ontario,Women,Good perceived health,2704000.0,2471000.0,2937000.0,number,number,
2023-04,2023,Prairies Region,Men,Excellent or very good perceived health,1435000.0,1306000.0,1564000.0,number,number,
2023-04,2023,Prairies Region,Men,Fair or poor perceived health,494000.0,406000.0,583000.0,number,number,
2023-04,2023,Prairies Region,Men,Good perceived health,934000.0,810000.0,1058000.0,number,number,
2023-04,2023,Prairies Region,"Total, all persons",Excellent or very good perceived health,2809000.0,2621000.0,2996000.0,number,number,
2023-04,2023,Prairies Region,"Total, all persons",Fair or poor perceived health,914000.0,791000.0,1038000.0,number,number,
2023-04,2023,Prairies Region,"Total, all persons",Good perceived health,2010000.0,1832000.0,2188000.0,number,number,
2023-04,2023,Prairies Region,Women,Excellent or very good perceived health,1374000.0,1240000.0,1507000.0,number,number,
2023-04,2023,Prairies Region,Women,Fair or poor perceived health,420000.0,333000.0,508000.0,number,number,
2023-04,2023,Prairies Region,Women,Good perceived health,1076000.0,946000.0,1206000.0,number,number,
2023-04,2023,Prince Edward Island,Men,Excellent or very good perceived health,38000.0,30000.0,45000.0,number,number,E
